text,vader_sentiment,vader_sentiment_label,
"I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album",0.8686,Positive,
I have the biggest crush on Pink but she doesn`t know I`m alive,0.4767,Positive,
Happy Mother`s Day everyone,0.5719,Positive,
"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",0.3612,Positive,
 thanks so much for the belated #followfriday shout out #payingitforward,0.4404,Positive,
Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,0.2942,Positive,
" **** brah, u not happy?",-0.4585,Negative,
 hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,0.2263,Positive,
is in history,0,Neutral,
 happy birthdayyy! hope you have an awesome day. didn`t see you at next last night!,0.9059,Positive,
 an oprah guest if ever i saw one  http://tinyurl.com/d39x4n,0,Neutral,
 haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross,-0.4199,Negative,
new Delerium`s music video (http://tr.im/kpu3). mixed by Tiesto. i guess Bill Leeb finally forgot his music`s roots,0,Neutral,
 We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine,0,Neutral,
Nice days like this make me miss Alki,0.5719,Positive,
_Fizz he`s really not into new people  I dunno em but he said he`d try,0,Neutral,
At the  concert! I hope  makes a guest appearance,0.4926,Positive,
 Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,0.2869,Positive,
" I keep trying to invite  out, but I think she`s afraid of me.",0.0772,Positive,
 thanks for the #followfriday as you can see us South Africans were on holiday on fri,0.6808,Positive,
ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,-0.6706,Negative,
july!!!!,0,Neutral,
 Which denomination? I`m at the library and everything`s blocked.,-0.2732,Negative,
Emoticons by Christian. '  ' http://twitpic.com/66riq,0,Neutral,
 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,0.8582,Positive,
" Hey, sorry I got off last night!",-0.1511,Negative,
 Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,0.8854,Positive,
"Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",-0.4215,Negative,
Good episode of Top Gear tonight.,0.5719,Positive,
awhile ago it freaking hot! now it`s wet  turn off!,-0.5242,Negative,
" It`s not sad. To tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  I would have tweeted it.",0.6192,Positive,
" ta babe, you know me i do love your curried",0.6369,Positive,
 Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I <3 Your Hair!,-0.5719,Negative,
Not found: the thing I was looking for,0,Neutral,
 so sad i have to pay $60,-0.5849,Negative,
 i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,-0.2382,Negative,
" aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",0.7793,Positive,
"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon",0,Neutral,
doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!,-0.7866,Negative,
Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,0.7177,Positive,
my msn crashes way too much  hmph,0,Neutral,
"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not",0.6378,Positive,
At social.  just saw G-1.. Awwww,0,Neutral,
hey thanks for the follow  ..,0.4404,Positive,
Enjoyed Star Trek... More please,0.7089,Positive,
639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,0.3937,Positive,
"I can`t sleep, this is so darn frustrating.",-0.4902,Negative,
 I don`t want to be a complete hypocrite - I attended an R-rated event while I was there - the timing was just ironic.,-0.0516,Negative,
Hey don`t write yourself off yet. Little girl you`re in the middle of the ride,0,Neutral,
 http://twitpic.com/4wptj one of my prized mags/book/annuals dunno if any others were published prolly should google it,0.5267,Positive,
I have been awarded my first ever credit card,0.6486,Positive,
 tts ridiculously sweet of you,0.1531,Positive,
 so sorry to hear that,-0.1513,Negative,
 hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom,0.7144,Positive,
 Lester?  Guessed her?  Yester-day?  You can think of something.  No cop outs now.,-0.4098,Negative,
Starting the accounts for this year.,0,Neutral,
says Happy Mother`s Day to all the Moms out there.,0.5719,Positive,
" Yay me!  But, what in particular?",0.3595,Positive,
 I have to work  but I`ll just watch it later.. even though it`s not the same.,0,Neutral,
" Oh, final msg - Why didn`t you review my boardgame BookchaseÃ¯Â¿Â½ when you were on telly? We didn`t even get a nice letter..",0.4215,Positive,
"staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ]",0.8335,Positive,
"WIDE awake, scoffed 3/4`s of a pizza and feel like a sumo  such a weak day! Run tomorrow",-0.1759,Negative,
 then ill post it,-0.4215,Negative,
 it is my honor,0.4939,Positive,
Man i am being boring today not tweeting  How are you guys?,-0.3182,Negative,
 yes its the twins  so i wontt be watching,0.4019,Positive,
Cut my thumb with the saw in small metals   again...,-0.2732,Negative,
is loving Mortal Combat right now!,0.4199,Positive,
Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.,-0.5993,Negative,
Now I`m depressed again..ugh!!! HELP!!!,0.3184,Positive,
My spellingis awful on twiiter,-0.4588,Negative,
snowbear has finally come out...congrats che and warren,0,Neutral,
Oh no she stopped!,-0.5255,Negative,
Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)Ã¯Â¿Â½,-0.2732,Negative,
"mmm, pizza for dinner. yum. but i burnt my mouth though ..",0,Neutral,
screw the fact you can`t post LONG updates on twitter,-0.1027,Negative,
**** awake at 2 am !  i hate sickness,-0.6114,Negative,
 beat? don`t understand,0,Neutral,
Inspired to blog about something inspirational. Haha.,0.8591,Positive,
"Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all",0.8439,Positive,
Hail/Thunder storm here. The Power keeps on going on then off. It sucks.,-0.3612,Negative,
"At tweetup loc, but don`t recognize anyone  am outside in turquoise shirt. Please see me! #g4c09",0.501,Positive,
 awwww yur a awesome mother keep up the good work,0.7906,Positive,
Pissed that my bluetooth headset`s battery out lasted my cell`s battery... Gg moto q.,-0.4588,Negative,
  Please don`t get me watching BB too,0.3182,Positive,
ayy fml. nothing is perfect,-0.4585,Negative,
"The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around.",-0.6223,Negative,
 I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now,0.7579,Positive,
not sure where the real state market is moving  confused either hold or go ahead with the plans?,-0.5043,Negative,
 i know how annoying that can be!  but theres a german saying`pleasant anticipation is the greatest pleasure`(own translation),0.7809,Positive,
" if I have 5000 friend requests tomorrow, I`m blaming you  nite",0,Neutral,
"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!",0.8682,Positive,
Listening to Busted - 3AM. I miss them,-0.1531,Negative,
 Great idea,0.6249,Positive,
i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha,-0.3295,Negative,
would some one plese suggest me a great thriller movie,0.6705,Positive,
 My Denny`s shut down in the winter.  I have to do 50 miles to get to one now.,0,Neutral,
 Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,0.4939,Positive,
One of my kits has just brought in a mouse & is eating it in the lobby. I`m sure I feed them enough!,0.4003,Positive,
_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY,-0.1363,Negative,
 I DIDDDD. I MET THEM AGAIN,0,Neutral,
 it is so unfair that all the good rock shows happen only in B`lore and Pune,-0.2712,Negative,
 knackered! been awake since 5 as couldn`t sleep! just started work now. coffee and toast sounds awesome  chris has been busy!,0.7163,Positive,
"I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.",0.9231,Positive,
Nevermind! Beyonce doesn`t have a Twitter  Haha,0.5093,Positive,
_Claire LOL  I will buy u some big star wars pants 4 Xmas !!!,-0.2366,Negative,
 Don`t ever turn off the part of your brain that talks ****! That`s where fun comes from,0.5562,Positive,
" no he sabido nada de ti, this is making me a bit sad I must say!",-0.68,Negative,
I missed the math trade,-0.296,Negative,
Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!,0.7326,Positive,
In bed with 2 girls,0,Neutral,
 Me too,0,Neutral,
_queen like it,0.3612,Positive,
 I think YOUR blog should`ve been on the list,0,Neutral,
I am going to die tomorrow night.   should be here.,-0.5994,Negative,
_08 hell yeah! i missed u last nite  lol do u like my opinion?,-0.1511,Negative,
 Nooooo!  Working this weekend,0,Neutral,
 Pair it up with Fringe on Tuesday? That smells like a win imo as well.,0.8126,Positive,
Last scheduled corn dog oc shift,0,Neutral,
Finally finished exams & home not watch Otalia & the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP,-0.3595,Negative,
"getting ready for the day, out then work till close",0.3612,Positive,
Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great,0.836,Positive,
"i want you to text me first everyday, not me",0.0772,Positive,
 yeahh  those two times we`ve stood next to each other were special times...,0.4019,Positive,
"thought id tanned after an hour in the sun, i was wrong....i`ve just burnt",0,Neutral,
 that songs on tays vid  katy perry.,0,Neutral,
 I work for Disney...not all it`s cracked up ta be.,0,Neutral,
WTF rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio,-0.6739,Negative,
 broken  I can`t c it,-0.4767,Negative,
"  http://bit.ly/SjNAx If he is saying something I don`t fully understand, please let me know.",0.3774,Positive,
not sure why I can`t get tweetdeck to work on my computer. want to know what all of the hype is about,-0.1685,Negative,
 mega burguer was my lunch yesterday,0,Neutral,
Whoooooo I`m gettin` extra hours today    afterwards I`m gonna see if I can get some marigolds for my mum ^^,0,Neutral,
bored. cold. tired. lethargic feeling. Man! great holiday monday!,0.3987,Positive,
 you might also want to include 'never wear a moonwolf' to that,0.0772,Positive,
 when i go to the ticketmaster site it says 'no lisa williams events to be found',-0.296,Negative,
hey guys y did the sun make my day gloomy?,-0.1531,Negative,
texting my friends and being bored...   gosh i hate rain!!,-0.2924,Negative,
My replacement iron ring arrived.  It`s shiny.  And a bit more jagged than the original,0.3182,Positive,
Shopping!,0,Neutral,
 yup its working. they couldn`t recover anything on it though,0,Neutral,
rearry rip. Youd never guess what i ate..,0,Neutral,
  Well I was following you because I think your interesting ... and I was right,0.5859,Positive,
I`d love too see you were it ,0.6369,Positive,
_andersen thank you Eric!  glad u appreciate that!,0.8309,Positive,
18 hours to work....*cry* i can`t survive!  // Weeelcome to my wonderland *sing along*,0,Neutral,
anyone have tickets to the mtv movie awards? some guy scammed me,0.4588,Positive,
"Beyonce helps me through the day, I`m starting to get sick",-0.1779,Negative,
"fine, ill get myself some miso soup down the street",-0.25,Negative,
nothing to do this evening.. MISSING LIFESTORY,-0.4466,Negative,
awesome i just ruined all my white clothes i never remember to separate,0.25,Positive,
"It`s weird waking up in my own bed. Slightly comforting, but i miss the group. But i`m loving using my own pillow again!",0.7573,Positive,
" if I skipped, that could get messy   ROFL",0.4466,Positive,
being a computer geek is entertaining.... i think.,-0.2023,Negative,
  I miss you,-0.1531,Negative,
 that`s a good sentence,0.4939,Positive,
 D: But it is making people unhappy and I dun like unhappiness,-0.6229,Negative,
Oh god! I had to look at 'How to use Twitter'.. how hopeless is that?!,-0.3578,Negative,
studying for this **** econ test,0,Neutral,
 no problem! i think it`s a great thing to reflect on.,0.126,Positive,
 yeah...I hope it turns out... 20 more minutes!,0.4926,Positive,
 I will have to see the unveiling of your new LR arrangement!  Is there an official event planned,0,Neutral,
iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,-0.6418,Negative,
 I hear you. I can`t think of a layout either.  lol I`ve been trying for i dont know how long.,0.4215,Positive,
Yay got the Internet on my itouch working,0.5267,Positive,
" Nice! Elise rolled out  Thas wassup! Have fun, ladies!",0.7891,Positive,
 have a safe ride up the coast. Don`t be going 90 even though you can.  when its windy just smile cuz u know u have it better.,0.8074,Positive,
Sleep....take two....this better work!,0.4926,Positive,
"have to wear my glasses today, cos my right eye is swollen and i don`t know why",0,Neutral,
I lafff the rain,0,Neutral,
I love my boy  he makes me so happy... and looks his sexiest in plain black boxers =p,0.7579,Positive,
 grrrrrrrrrrrrrr ive barely read any of it,0,Neutral,
http://tinyurl.com/ateltl <-- Rocksteady pt II,0,Neutral,
 WOOHOOO very cool see I knew u would get to see her,0.3804,Positive,
the  2009 convention ( http://tr.im/mLvw ) doesn`t look that great this year  - going to vegas then sounds much more fun,0.8268,Positive,
"  Yes,... I blame you all",-0.34,Negative,
And this picture of her with Zack from Saved By The Bell  http://twitpic.com/669lg,0.4215,Positive,
"He can`t fix it.   I guess I`ll write until I get too bored then watch tv. Man, this is lame.",-0.5994,Negative,
wishes happy mothers` day to all moms out there.,0.6486,Positive,
": Potter, are also in that category! Hehe. <3 I love you too!!! So much",0.8507,Positive,
 did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious,0.2023,Positive,
" SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN.  ~SVETLANA J. DENVER,CO",0.8301,Positive,
 woop right am off to 'try' to get 2 sleep haha its 2 hot  have a good nightt x,0.7096,Positive,
_Guy Me neither  But itÃ¯Â¿Â½s getting better,0.5927,Positive,
 try #fireflight first... female fronted metal is awesome..  ..  Unbreakable album would be a good start!,0.4926,Positive,
Hows that possible? No rain forecast for Pinkpop? And I have no ticket,-0.5803,Negative,
 I`m not sure about this tweet business  Why are the simple things so difficult?,-0.6373,Negative,
" june 15, 1995, chino hills, CA. The 1 day it rained n june in SoCal...we had an outside grad; had 2 move it 2 the gym",0,Neutral,
With  walking the streets of Harlem. Home sweet home,0.4588,Positive,
Rod stewart`s new song,0,Neutral,
 JUST like to clarify that I am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies,0.6486,Positive,
Momma martini went food shopping without me!!!!,0,Neutral,
"  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me",-0.2936,Negative,
Good Morning. It`s Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!,0.811,Positive,
"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool....",-0.7501,Negative,
 Once James Cameron touches something and revolutionizes it... someone else comes along and **** it up,0,Neutral,
 I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!,-0.44,Negative,
nachos and the tudors? i think so,0,Neutral,
 Good morning Dan! It`s my Bday and I plan on getting some exercise too today!!  Love ya!! See you in NYC!!!,0.8507,Positive,
Just found out a friend and his son fell down a 25ft shaft onto concrete today. They are alive at least. Don`t know much else.,0.7003,Positive,
is tired and sad,-0.7184,Negative,
They`re gone.,0,Neutral,
  What`s all your fault?,-0.4019,Negative,
 http://twitpic.com/67swx - i wish i was calling you but i can`t from Malta,0.2144,Positive,
Have hardly worked out in the last two weeks but am losing weight.  Fear I`m losing muscle!!  Just made doc. appt. for injured foot,-0.9454,Negative,
 will u say shoutout to NIKKI!!! please   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),0.4898,Positive,
 I hide my berry like a slave REGULARLY only today I was caught by massa   & im def not light enough to be a juice pouring slave,0.2023,Positive,
"Won a diamond for my compÃ¯Â¿Â½tition  , yaayy tomorow its the DIAMOND DANCE OFF !! Were the best  .. Still in montrÃ¯Â¿Â½al !!",0.9393,Positive,
"Sitting here, waiting to go to the gym.....almost left, then realized I never charged my iPod from my trip to Wisconsin....it`s dead",-0.573,Negative,
 Fighter - Christina Aguilera. LOVE that song,0.7603,Positive,
warmed up nicely outside.  sucks being stuck inside coding,0.128,Positive,
"http://twitpic.com/4wu0a - Sunny day at vivocity, yupz just showered.. Runs into airconditioned mall..",0.4215,Positive,
 I know it`s against the law... I am a rebel in small things.,-0.1531,Negative,
" Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  ht.. http://twurl.nl/oaerf4",0.3164,Positive,
 BabyLove em homenagem ao Baby D,0,Neutral,
won`t be going to the Oxford Internet Institute Sunner Doctoral Programme in Brisbane: lack of funding,-0.3182,Negative,
I don`t saw the movie,0,Neutral,
 all ur pic it`s so nice  look so cute..oh!!,0.637,Positive,
"watching a film, recovering from my operation",0,Neutral,
My day on the computer is about to end. Dang. I hate not being allowed on the computer.,-0.5719,Negative,
i`m going to kill myself T_T . i wasted hundreds of download and realised i got the wrong one,-0.9001,Negative,
"Guys, follow  for the RX Twitterwar!!!! DD GO GINOOOO!!!",0,Neutral,
"School is going to be absolutely horrible today. Peace out, `09",-0.0076,Negative,
 http://twitpic.com/4wh5x - LUCKY! I`m so jealous even though I don`t like her that much,0.4646,Positive,
 sadface,0,Neutral,
I get the feeling  is going to make me wait until I get home to tell me I`m denied vittles from BWW.,-0.34,Negative,
_hand Oops! I completely forgot!,0,Neutral,
" No problem. At least look on the floor. We won`t see the banana skin in our brains ... I step on it once, almost got killed",-0.8451,Negative,
dam i missed hollyoaks 2nite!,-0.3595,Negative,
 there`s relisting fees when you don`t complete a sale?  that sucks!,-0.4199,Negative,
   _coach   IMHO this soft is the best to keep the chaos straight   http://bit.ly/yuFil,0.34,Positive,
 I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit,0.1531,Positive,
 err i think they`re like 15 bucks a ticket cause its 3D too. too expensive,0.3612,Positive,
" Aww Stanley, have you still got him, they can live for like 20 years right?  x",0.3612,Positive,
 http://twitpic.com/4u5h8 - leon looks supa` fly on that mini couch,0,Neutral,
_carter Hey Brian Littrell is there!! He doesnt really like this kinda pages rigth?  kisses! I loev you guys!,0.4362,Positive,
" did you go to uga? If so, I liked you better before I knew! Ha!",0.8678,Positive,
is having trouble breathing through the pain..and now i have a **** fever...   (^~^)<^>,-0.4019,Negative,
I`m feel deflated. Ugh. No more dog.,-0.6124,Negative,
"_grant  Hey Donna, lovely to see you on Twitter.",0.5859,Positive,
  read something happy?,0.5719,Positive,
Good morning from RSA Twitterverse!! Please send me some happy vibes & cheerfulness today I`m feeling a little sad,0.8828,Positive,
CloneCloud: actually it`s distant processor provisioning  like the idea http://bit.ly/b9v90,0.3612,Positive,
Well that is nice.  Loving the new Friends organiser too.,0.8979,Positive,
 It is a recession,-0.4215,Negative,
 I REEEALLY wish I could be there  haven`t been n a while.what`s goin on down there lately?,0.4019,Positive,
 Can I also have a swirly flat white?,0,Neutral,
I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d,0.6369,Positive,
 oh poor you  atleast get paid for staying back or?,-0.4767,Negative,
 Ghunghte Mein Chanda Hai Phir Bhi Hai Phela Chaaron Aur Ujala i love that songggggg ps  i got lost in morrisons,0.4404,Positive,
 you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang,0.8779,Positive,
" lmao, yep",0.7269,Positive,
Aaaaaaaa!! I hate **** winshit!!,-0.7067,Negative,
Ugh i hate not having my car!! i miss you my little ford focus!!!,-0.8507,Negative,
"To every mom, mommy and mother, Happy Mother`s Day   Hope you all do something special and fun today.",0.9118,Positive,
I have to go to work.,0,Neutral,
is soo in love with beyonce`s song 'smash into you',0.6369,Positive,
Did it!!  back in pakistan! - http://bkite.com/07kBP,0,Neutral,
 me too  what are you doing?,0,Neutral,
Huge headache...goodnight!!,0.4374,Positive,
 that sucks,-0.3612,Negative,
 that`s what she said?,0,Neutral,
"Had a good time out , now I must sleep lol. Gym & dance rehearsals in like 5 hours,",0.802,Positive,
the trip was really great. but i cant belive summers here,0.4012,Positive,
 - halla!!! doing ok- got a cold but trying to ignore it  how about you?,-0.5463,Negative,
tweeting from ally court for the last time.... its a sad sad moment,-0.7351,Negative,
_iddon blerrrrrrrrrrgh. im too hot and all sticky,0,Neutral,
having my dinner. eating bangus.  it`s a fish.,0,Neutral,
i feel very ill. i think im dehydrated,-0.4754,Negative,
Biology final today. Then home to prepare for psychology.,0,Neutral,
I think Steph will enjoy her first Mother`s Day tomorrow.,0.4939,Positive,
Just got home from school. Doing assignments.,0,Neutral,
"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud",-0.1373,Negative,
whos going to see reemer on wednesdayy  me and kirsty are going (A) im well exited !!!,0.4545,Positive,
 I miss having u as a roommate,-0.1531,Negative,
 jersey weather - and good on you for the charity drive!,0.7177,Positive,
" Oh, I didn`t realize its on at 830 as well- already at work- or as today still in the car, don`t ask",0.2732,Positive,
 ~ I`m sure that would make Mr. Koons very happy,0.7425,Positive,
Happy Mother`s day VALK!!,0.6467,Positive,
i know im wrong .. just give me one more chance   sEnti .. :],0.3384,Positive,
would like to have a gaming system,0.3612,Positive,
 I`ve been here since 3 and i`m here for 8 more hours tomorrow,0,Neutral,
"_rosaen i LOVE your new bracelets!! im a very proud sista...you rock, girly",0.8723,Positive,
"Going home to enjoy what is left of the day - I can`t believe how quickly this week flew by, no time for tweets",0.25,Positive,
 laze about ! It`s. The bank holiday law,0.4574,Positive,
Potluck for danielle taking veggie tray. I will miss her,-0.1531,Negative,
"i think my cold is getting worse, not better!!  i cant stop coughing - it really sucks!!",-0.8786,Negative,
" time to start unfollowing some people, i think",0,Neutral,
 my  tix are in limbo....as usual  #UPSsucks,0,Neutral,
oooh gosh Google Wave is looking pretty sexy. Lunch time`s over though  Back to Powerpoint (significantly less sexy),0.765,Positive,
Off to go B&Q for new outdoor furniture,0,Neutral,
Sachie: YNA DOESN`T KNOW OUR PASSWORD YET,0,Neutral,
 my interview if picked is NY too. But you probably forgot about me after blogtalk radio.,0,Neutral,
Why am I having such a hard time falling asleep,-0.25,Negative,
"oh kasa, please lose the hair do",-0.1027,Negative,
Im just thinking bout life. I need my bed. My fiance is in bed first,0,Neutral,
Flat tire city,0,Neutral,
I hate the exams . first time and last time in this school  then i`m out ! after 10 years! yaaaay !,-0.6784,Negative,
 hope u did alright on the final,0.5994,Positive,
"Hey #socialmediatv  - I`m new here  - is this a recorded show, viewable later too?  thanks  (Social Media TV live > http://ustre.am/2NjV)",0.4404,Positive,
Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here,0.6369,Positive,
Schwarzenegger proposes closing 220 state parks   http://bit.ly/MhKz0,0,Neutral,
http://twitpic.com/4wgp2 - Bambi will eat you,0,Neutral,
is at home with a pukey boy! Poor little baby,-0.5255,Negative,
 He`s an amazing jockey! Saw that Clydesdale commercial too..loved it!,0.658,Positive,
 let me know how it goes babe  good luck!,0.7345,Positive,
" Good morning   Been here since 4am, just quiet.  How are you?",0.4404,Positive,
Amazing night at the drive in,0.5859,Positive,
Sam can go shoot her self.,-0.34,Negative,
Midnight ice-cream weather! So **** bored,-0.396,Negative,
 guns and roses baby! yay!  was hopin you would blip.fm it,0.6103,Positive,
I kinda like not having a car but there have been situations lately where I have been prevented from participating due to my carlessness.,0.191,Positive,
Sooo the Children`s Museum was closed for a fund raiser when we got there.  annoying,-0.4019,Negative,
"Free for all... good nite I mean its a good nite, wateva",0.8442,Positive,
Pulled in all directions and not knowing where to go,0,Neutral,
I`m a senior. I should of been already.,0,Neutral,
"Yea, someone is getting the best of me.",0.6369,Positive,
Cleaning all day today after he runs off to do his stuff and setting my schedule for the week.  I feel much better now and calmer too!,0.69,Positive,
using yahoo pipes to combine feeds - doable & reliable I guess,0,Neutral,
sometimes spam leaks in to the message board.,-0.3612,Negative,
 that`s odd as it`s on my lap  maybe that`s your cat O: s:,-0.6523,Negative,
 no cuz i feel the same way....,-0.296,Negative,
"leaving work, going to crystal to search for her license, picking her and bia up, then heading to vegas. ugh i`m tired already",-0.6908,Negative,
"Finally X-Men Origins: Wolverine arrived, Time to play the game like a mad man, And then it`s time for the review  /Patrick",0.1779,Positive,
" LOVE the album guys and can`t wait for the official release  Just curious, what top 3 softsynths/DAW were used on it?",0.8415,Positive,
 thanks for a nice blog post!  should however be given some creds since he has done at least half of the work on it,0.7177,Positive,
Chirstina said shes gunna twitter more ...no more partners,0,Neutral,
 Some of yr coworkers hogging the jukebox @ Union Jacks.,0,Neutral,
" i love you so much tay (: youre so amazing <3 you should come to denmark, we love you here",0.9645,Positive,
Buying pretty shiny beads and things  I feel quite girlish. http://elisem.livejournal.com/1473318.html,0.4939,Positive,
Enjoying the cool breeze at the beach. It helps me relax and unwind.,0.8807,Positive,
 we shuld do  a dance like that its seriously the best thing haha. see yu tomoro.,0.8402,Positive,
'Can`t a Stevie wonder?' gabe just called me sleepypants gaby.,0,Neutral,
" no, New orleans.. been here since katrina ..",-0.296,Negative,
"i cant believe that its already friday! omg, what had i done?!",0,Neutral,
Alix`s graduation party!,0.4574,Positive,
Bioshock is as fantastic as the first time I played it. Now sleep then more Bioshock tomorrow,0.7184,Positive,
 I love that song! I was starting to think I was the only one that knew that one!    #sameperson,0.6988,Positive,
 How did you swing those? We didn`t get that close.,0,Neutral,
sucks that i don`t have a drawing tablet!,-0.4199,Negative,
Only a month left of high school! Thank God. I am ready for summer,0.75,Positive,
#musicmonday Nicest Thing from Kate Nash,0.4939,Positive,
i just need to sleep,0,Neutral,
 lucky e went!  jealous!,-0.1984,Negative,
Lately i`ve been waking up with the sun in my face but not today..,0,Neutral,
_x it`s only on in glasgow,0,Neutral,
"ha, the first request for sending a paper copy of my thesis",0.34,Positive,
not looking forward to driving in this storm.,0,Neutral,
"omg having so much fun watcing house bunny, courto isa a ledge for sending me link  <3",0.7564,Positive,
 imma miss dem KObe nd Bron commrcials wen cleveland get knocked out doe  they wer funny,0.3182,Positive,
 thanks man!  I appreciate it!  You rock sir.,0.7339,Positive,
wants new hair now! Just so frank won`t talk to me,0,Neutral,
want to see him so badly,-0.5706,Negative,
"  i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go.",-0.5346,Negative,
really am sorry becauseI was looking forward to it.. thought itd be fun  and u wanted to hear it.Iowe u a beer.,0.4062,Positive,
I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.,-0.8972,Negative,
..where is the song?,0,Neutral,
"Working... And attempting to keep squirrels away.............. Squirels 1, jesska 0   I should stick to spiders",0,Neutral,
  *shrugs* So do I but it was too funny plus you know you enjoyed it Tweet **** ..   Love you..,0.9442,Positive,
"s/s aus fshionwk- zimmermann,illionare,dhini + gail sorronda,ROMANCE WAS BORN,lisa ho,CASSETTE SOCIETY-loved the tutu, balmain ispired?",0,Neutral,
my day has been so crappy that i just want to cry.,-0.8134,Negative,
 i have 2 friends going  so jealous,-0.0498,Negative,
sad that will have to leave my beautiful apartment,0.1531,Positive,
is still craving for a cheeseburger.,0,Neutral,
 you dont say,0,Neutral,
Having a cup of tea  I have a cold so it`s tasting really good!,0.54,Positive,
"Never realized how good #Techmeme is until I actually read it (duh!) As an avid Tech Crunch reader, this is much better...",-0.1275,Negative,
 make it full girl 120%,0,Neutral,
 heyy.  how are you?,0,Neutral,
Radio Royals AM Transmitter has packed up today... not good   Anyone got a spare in your shed... lol,0.1012,Positive,
 LOL. Wow. That`s good.  Haha I still can`t believe it`s mother`s day.,0.9222,Positive,
just saw UP  it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad,-0.5584,Negative,
 Will have to it`s only across the water and all. Just damned expensive,-0.3818,Negative,
"Guess I`m gonna try the nap thing again 2day, but since my kids haven`t cooperated with it yet this week I`m sure 2day won`t be different",0.4497,Positive,
and so another week begins. this one has got to be better than the last,0.4404,Positive,
 im following you! im following you! im sorry!  ahhahah i missed you!,-0.5673,Negative,
_bear i like you,0.3612,Positive,
